"","gene","AHQF1i_LD_11ReadsPerGene.out.tab","AHQF1i_LD_21ReadsPerGene.out.tab","AHQF1i_LD_6ReadsPerGene.out.tab","AHQF1i_SD_10ReadsPerGene.out.tab","AHQF1i_SD_19ReadsPerGene.out.tab","AHQF1x_LD_28ReadsPerGene.out.tab","AHQF1x_LD_30ReadsPerGene.out.tab","AHQF1x_LD_31ReadsPerGene.out.tab","AHQF1X_SD_29ReadsPerGene.out.tab","AHQF1x_SD_32ReadsPerGene.out.tab","AHQF1x_SD_33ReadsPerGene.out.tab","AHQN_LD_16ReadsPerGene.out.tab","AHQN_LD_20ReadsPerGene.out.tab","AHQN_LD_24ReadsPerGene.out.tab","AHQN_LD_5ReadsPerGene.out.tab","AHQT_LD_17ReadsPerGene.out.tab","AHQT_LD_22ReadsPerGene.out.tab","AHQT_LD_7ReadsPerGene.out.tab","AHQT_LD_8ReadsPerGene.out.tab","AHQT_SD_18ReadsPerGene.out.tab","AHQT_SD_23ReadsPerGene.out.tab","AHQT_SD_25ReadsPerGene.out.tab"
"7917","Migut.E00738.v2.0",121,97,16,61,15,109,76,160,566,54,1016,47,260,51,86,22,23,10,1,23,3,26
"7918","Migut.E00739.v2.0",2,0,0,2,0,0,0,0,0,0,0,2,3,0,4,1,0,2,0,1,0,0
"7919","Migut.E00740.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7920","Migut.E00741.v2.0",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7921","Migut.E00742.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7922","Migut.E00743.v2.0",298,336,62,194,473,232,155,427,2615,101,3268,163,546,204,185,221,218,106,121,448,42,536
"7923","Migut.E00744.v2.0",134,170,22,122,125,129,94,187,918,43,1094,130,344,97,103,173,132,57,84,136,14,209
"7924","Migut.E00745.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7925","Migut.E00746.v2.0",62,40,5,15,23,23,21,71,184,3,229,18,77,15,12,31,34,15,24,36,1,56
"7926","Migut.E00747.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7927","Migut.E00748.v2.0",32,37,7,24,43,19,26,38,309,11,416,17,83,32,45,20,11,13,10,48,5,43
"7928","Migut.E00749.v2.0",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"7929","Migut.E00750.v2.0",48,101,11,74,94,50,67,100,657,10,828,67,110,47,41,32,26,20,32,110,10,89
"7930","Migut.E00751.v2.0",1,0,0,0,0,0,0,0,0,0,2,3,1,0,2,0,0,0,0,0,0,0
"7931","Migut.E00752.v2.0",261,189,17,53,114,143,70,235,955,57,1402,148,396,90,109,183,153,68,81,129,10,235
"7932","Migut.E00753.v2.0",103,161,30,143,276,62,63,91,1633,32,2166,69,198,76,121,53,62,31,36,201,17,302
"7933","Migut.E00754.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7934","Migut.E00755.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7935","Migut.E00756.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7936","Migut.E00757.v2.0",0,4,3,3,27,12,12,26,96,21,156,17,79,15,16,5,2,1,1,5,0,9
"7937","Migut.E00758.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7938","Migut.E00759.v2.0",8,23,2,21,22,14,11,20,146,8,149,1,57,20,10,12,12,8,2,18,0,43
"7939","Migut.E00760.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7940","Migut.E00761.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7941","Migut.E00762.v2.0",10,32,2,15,47,0,11,16,208,1,407,13,3,22,7,1,0,5,1,5,3,11
"7942","Migut.E00763.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7943","Migut.E00764.v2.0",0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
"7944","Migut.E00765.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7945","Migut.E00766.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7946","Migut.E00767.v2.0",0,0,0,1,0,0,0,0,2,0,5,3,0,0,2,1,7,0,3,0,0,1
"7947","Migut.E00768.v2.0",0,2,0,0,0,2,0,1,4,3,19,0,0,0,1,0,0,0,0,2,0,1
"7948","Migut.E00769.v2.0",25,7,0,16,22,17,23,16,146,9,187,19,61,10,11,10,9,6,4,10,0,10
"7949","Migut.E00770.v2.0",1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"7950","Migut.E00771.v2.0",0,2,1,1,0,1,0,3,1,0,0,0,7,0,6,0,1,0,0,2,0,0
"7951","Migut.E00772.v2.0",40,45,14,28,8,31,8,25,80,15,245,26,94,24,51,28,22,13,20,21,3,46
"7952","Migut.E00773.v2.0",73,29,6,22,56,61,32,61,339,19,483,39,104,24,25,65,28,32,24,31,3,54
"7953","Migut.E00774.v2.0",161,199,18,14,37,48,38,101,256,13,350,49,173,49,64,162,146,93,85,138,8,202
"7954","Migut.E00775.v2.0",186,231,33,117,97,130,112,274,539,32,900,71,212,145,84,141,142,76,78,144,11,160
"7955","Migut.E00776.v2.0",73,120,15,148,200,116,93,125,734,20,1276,38,63,104,75,31,13,7,13,84,5,186
"7956","Migut.E00777.v2.0",279,416,33,146,139,158,116,314,1501,78,2159,257,787,173,259,278,218,144,141,348,23,335
"7957","Migut.E00778.v2.0",0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1
"7958","Migut.E00779.v2.0",763,644,72,389,433,369,299,744,3053,120,4263,425,1218,340,473,397,386,219,270,668,42,826
"7959","Migut.E00780.v2.0",15,21,2,15,11,7,3,14,112,2,139,8,25,13,6,7,6,1,8,16,3,19
"7960","Migut.E00781.v2.0",31,34,7,14,23,24,7,33,153,11,234,21,55,13,26,28,29,13,9,22,3,47
"7961","Migut.E00782.v2.0",146,220,35,119,155,112,111,180,1303,37,1778,158,406,87,154,111,99,90,54,233,15,272
"7962","Migut.E00783.v2.0",339,352,76,183,559,266,173,411,3383,133,5467,263,802,164,356,238,233,119,118,524,29,607
"7963","Migut.E00784.v2.0",443,438,59,201,334,202,131,294,2217,61,3233,238,552,160,190,247,204,165,108,369,17,432
"7964","Migut.E00785.v2.0",194,163,26,83,127,83,120,170,979,44,1301,104,395,97,125,91,140,35,49,136,20,186
"7965","Migut.E00786.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7966","Migut.E00787.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7967","Migut.E00788.v2.0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7968","Migut.E00789.v2.0",2,1,0,0,3,2,0,6,19,0,13,0,3,0,0,0,1,0,0,0,0,1
"7969","Migut.E00790.v2.0",0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
"7970","Migut.E00791.v2.0",73,47,9,53,33,29,18,51,334,21,249,66,157,42,54,10,19,12,16,38,2,62
"7971","Migut.E00792.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7972","Migut.E00793.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7973","Migut.E00794.v2.0",0,0,0,0,0,0,1,2,2,0,13,0,0,1,0,0,0,1,0,0,0,0
"7974","Migut.E00795.v2.0",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7975","Migut.E00796.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7976","Migut.E00797.v2.0",14,15,1,9,3,12,6,35,89,1,66,14,29,38,15,7,3,2,1,8,0,25
"7977","Migut.E00798.v2.0",138,101,9,25,102,68,37,106,688,25,814,78,215,68,67,64,68,27,36,113,8,92
"7978","Migut.E00799.v2.0",210,190,50,85,302,100,89,159,1439,24,2155,112,206,119,105,129,83,44,77,218,27,328
"7979","Migut.E00800.v2.0",268,432,37,209,283,264,189,412,1868,79,2734,238,742,293,240,273,256,116,136,342,28,496
"7980","Migut.E00801.v2.0",8,4,2,0,0,0,1,1,7,2,19,7,6,5,4,1,2,1,0,0,0,4
"7981","Migut.E00802.v2.0",17,18,0,10,16,13,6,5,60,1,95,6,31,7,9,12,6,7,17,23,3,22
"7982","Migut.E00803.v2.0",100,63,5,26,56,43,31,83,358,18,540,38,173,35,35,82,55,32,35,102,7,89
"7983","Migut.E00804.v2.0",262,229,63,54,314,145,143,245,1810,82,2689,83,349,68,166,201,131,67,111,358,21,141
"7984","Migut.E00805.v2.0",64,167,17,108,148,87,48,93,845,39,930,87,256,116,76,84,90,46,52,125,15,225
"7985","Migut.E00806.v2.0",1676,1592,186,655,912,789,941,1642,5833,193,7516,1010,2860,873,942,828,957,549,683,1210,103,1287
"7986","Migut.E00807.v2.0",30,14,0,6,27,7,5,19,102,5,170,13,25,15,5,16,8,6,5,15,0,28
"7987","Migut.E00808.v2.0",28,11,0,0,0,12,11,19,22,5,65,0,0,0,0,5,19,7,2,12,0,14
"7988","Migut.E00809.v2.0",127,77,26,35,115,53,70,122,490,40,942,37,154,37,69,65,72,43,53,132,0,43
"7989","Migut.E00810.v2.0",573,1079,173,808,722,526,336,784,4761,203,7482,322,1641,422,578,550,737,188,486,961,46,1013
"7990","Migut.E00811.v2.0",9,9,3,2,5,31,8,23,295,3,399,2,13,5,4,15,9,14,2,35,4,40
"7991","Migut.E00812.v2.0",11,14,4,8,12,24,1,9,105,1,132,12,25,11,13,1,3,2,3,13,2,36
"7992","Migut.E00813.v2.0",7305,8179,728,2177,3611,5357,2923,9985,23143,1037,30939,4909,21735,3419,6627,3220,3887,1139,970,4229,136,4602
"7993","Migut.E00814.v2.0",0,14,1,6,3,12,11,20,82,2,117,0,10,3,4,9,5,7,4,19,1,29
"7994","Migut.E00815.v2.0",47,45,7,10,23,34,26,59,257,12,356,13,71,17,15,37,27,32,18,43,1,51
"7995","Migut.E00816.v2.0",10,12,0,0,0,26,10,17,128,10,170,0,1,0,0,17,16,25,7,11,0,45
"7996","Migut.E00817.v2.0",17,20,2,0,0,35,28,43,152,6,214,0,0,0,0,34,36,18,20,26,2,29
"7997","Migut.E00818.v2.0",2,4,4,2,19,3,5,5,81,0,103,6,8,3,4,7,11,2,4,5,1,9
"7998","Migut.E00819.v2.0",286,412,56,197,283,145,124,319,2029,75,2643,246,622,166,197,229,221,113,122,335,19,437
"7999","Migut.E00820.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8000","Migut.E00821.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8001","Migut.E00822.v2.0",0,1,1,1,0,0,5,2,7,0,30,0,0,1,1,2,1,2,0,2,0,1
"8002","Migut.E00823.v2.0",890,834,97,261,534,595,342,1269,3196,316,4792,474,1582,282,460,1118,987,291,387,973,29,848
"8003","Migut.E00824.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8004","Migut.E00825.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8005","Migut.E00826.v2.0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"8006","Migut.E00827.v2.0",209,235,47,182,327,125,97,228,1891,54,2993,163,366,149,134,129,105,73,87,274,26,278
"8007","Migut.E00828.v2.0",4,1,0,0,0,0,12,2,3,0,5,0,0,1,0,4,0,0,0,1,0,2
"8008","Migut.E00829.v2.0",44,22,6,0,14,7,12,13,74,1,75,18,73,10,16,31,44,21,12,19,0,42
"8009","Migut.E00830.v2.0",263,228,32,128,265,96,85,192,1044,51,1453,170,603,125,202,130,147,70,106,254,10,250
"8010","Migut.E00831.v2.0",0,2,0,0,0,3,5,15,50,2,67,0,1,0,0,4,6,1,0,11,0,4
"8011","Migut.E00832.v2.0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8012","Migut.E00833.v2.0",91,60,1,0,1,7,26,18,25,0,40,0,3,2,1,226,89,16,37,16,0,11
"8013","Migut.E00834.v2.0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8014","Migut.E00835.v2.0",2,9,1,1,15,2,2,10,72,7,103,2,9,3,7,3,4,5,0,12,4,10
"8015","Migut.E00836.v2.0",18,20,13,3,32,10,24,50,261,25,832,4,15,4,13,7,10,8,0,12,2,21
"8016","Migut.E00837.v2.0",85,66,11,38,57,60,34,60,392,32,513,44,140,47,47,64,62,25,31,52,4,66
"8017","Migut.E00838.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8018","Migut.E00839.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8019","Migut.E00840.v2.0",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"8020","Migut.E00841.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8021","Migut.E00842.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8022","Migut.E00843.v2.0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8023","Migut.E00844.v2.0",2,0,0,2,2,0,0,0,18,0,44,2,4,0,0,0,0,0,0,0,0,0
"8024","Migut.E00845.v2.0",0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0
"8025","Migut.E00846.v2.0",0,4,0,2,2,0,0,0,4,0,7,4,4,5,1,1,1,0,0,1,0,2
"8026","Migut.E00847.v2.0",845,774,103,373,442,361,308,968,2790,168,3661,602,1454,423,520,456,502,334,323,850,51,1045
"8027","Migut.E00848.v2.0",33,24,2,20,30,24,33,30,291,7,448,24,16,57,18,19,5,4,31,12,0,26
"8028","Migut.E00849.v2.0",0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0
"8029","Migut.E00850.v2.0",1426,1980,164,746,854,899,1080,1628,5986,202,8655,866,2989,912,1063,1159,1185,601,587,1734,100,1631
"8030","Migut.E00851.v2.0",26,76,5,20,43,15,19,23,344,10,310,33,114,21,24,52,30,8,6,62,9,64
"8031","Migut.E00852.v2.0",451,549,76,392,613,273,210,459,4143,126,6149,344,893,268,289,252,356,188,198,704,73,1084
"8032","Migut.E00853.v2.0",17,22,6,3,13,14,12,17,103,6,146,6,21,8,11,12,8,5,2,15,0,19
"8033","Migut.E00854.v2.0",0,4,0,0,4,3,0,0,3,0,12,2,5,3,0,2,0,0,0,4,0,3
"8034","Migut.E00855.v2.0",0,2,1,4,0,3,2,2,8,0,7,2,3,0,1,1,0,1,0,3,0,5
"8035","Migut.E00856.v2.0",15,4,1,1,6,22,10,24,100,7,164,4,5,1,1,12,14,6,8,11,3,14
"8036","Migut.E00857.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8037","Migut.E00858.v2.0",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"8038","Migut.E00859.v2.0",110,129,11,126,70,32,28,44,295,25,543,167,395,55,132,74,54,25,24,135,21,134
"8039","Migut.E00860.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8040","Migut.E00861.v2.0",0,0,0,0,0,2,2,7,27,3,30,0,2,0,0,0,0,0,0,0,0,0
"8041","Migut.E00862.v2.0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8042","Migut.E00863.v2.0",10,27,2,15,11,2,0,10,31,4,32,10,172,18,20,11,4,5,4,4,0,6
"8043","Migut.E00864.v2.0",0,2,0,7,0,0,0,3,3,1,8,12,89,6,4,2,1,0,5,0,0,0
"8044","Migut.E00865.v2.0",6,7,3,12,0,2,4,4,22,3,12,22,191,5,33,1,2,1,2,5,0,0
"8045","Migut.E00866.v2.0",27,38,7,65,22,17,4,35,162,12,144,99,614,56,61,33,37,6,7,32,3,26
"8046","Migut.E00867.v2.0",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"8047","Migut.E00868.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8048","Migut.E00869.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8049","Migut.E00870.v2.0",0,535,66,478,0,66,28,88,260,9,343,1032,2350,878,606,0,0,0,0,0,0,1
"8050","Migut.E00871.v2.0",0,129,19,33,0,0,0,0,1,0,22,125,679,134,256,0,1,0,0,0,0,4
"8051","Migut.E00872.v2.0",11,18,5,10,4,4,0,9,44,7,23,48,468,6,57,11,4,1,2,2,1,1
"8052","Migut.E00873.v2.0",36,5,1,11,17,14,3,23,130,22,119,20,159,4,14,35,16,10,5,24,0,17
"8053","Migut.E00874.v2.0",0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1
"8054","Migut.E00875.v2.0",0,1,2,10,0,1,0,0,1,2,1,3,16,0,10,0,2,1,0,1,0,0
"8055","Migut.E00876.v2.0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8056","Migut.E00877.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8057","Migut.E00878.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8058","Migut.E00879.v2.0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8059","Migut.E00880.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8060","Migut.E00881.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8061","Migut.E00882.v2.0",149,142,33,50,155,123,78,182,1219,61,1749,95,224,59,92,112,89,59,70,128,14,146
"8062","Migut.E00883.v2.0",115,62,18,76,87,66,64,72,432,33,653,63,530,49,46,135,50,17,32,55,3,56
"8063","Migut.E00884.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8064","Migut.E00885.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8065","Migut.E00886.v2.0",101,312,43,296,67,61,40,105,763,32,871,188,667,165,253,116,154,52,76,169,8,285
"8066","Migut.E00887.v2.0",2,0,0,0,0,0,2,4,49,0,7,0,0,0,0,0,2,2,0,0,0,6
"8067","Migut.E00888.v2.0",3,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"8068","Migut.E00889.v2.0",2,2,0,0,3,10,1,7,94,12,107,3,3,1,4,3,2,0,2,9,1,3
"8069","Migut.E00890.v2.0",0,1,0,0,2,20,22,17,118,5,197,0,1,1,1,0,0,2,0,3,0,2
"8070","Migut.E00891.v2.0",1914,1862,231,800,759,907,825,1920,6626,333,8931,1600,4182,1104,1386,766,912,536,566,1504,64,1562
"8071","Migut.E00892.v2.0",115,95,17,32,118,73,43,117,592,29,1072,23,177,11,61,55,54,27,62,174,6,63
"8072","Migut.E00893.v2.0",946,836,139,501,1179,482,375,730,6615,254,8362,646,1223,506,453,498,470,355,209,1161,94,1328
"8073","Migut.E00894.v2.0",0,7,0,0,1,0,0,0,4,0,4,0,2,1,2,1,0,0,0,3,0,3
"8074","Migut.E00895.v2.0",1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"8075","Migut.E00896.v2.0",0,0,0,3,1,0,0,0,6,0,2,1,0,4,2,0,1,0,0,3,0,4
"8076","Migut.E00897.v2.0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8077","Migut.E00898.v2.0",8,21,3,20,0,10,7,6,109,2,127,19,124,23,16,5,6,3,2,8,0,3
"8078","Migut.E00899.v2.0",60,47,6,18,87,23,8,64,210,4,348,26,109,24,40,62,63,19,35,72,4,66
"8079","Migut.E00900.v2.0",10348,8719,806,2859,4145,4581,2768,9156,19121,942,27891,6504,25514,3978,7537,3124,3072,1092,1110,4034,117,3476
"8080","Migut.E00901.v2.0",169,198,24,75,193,143,97,232,1992,34,2807,90,208,111,110,79,88,50,53,216,16,398
"8081","Migut.E00902.v2.0",79,155,22,43,121,82,50,94,873,17,1067,47,235,48,51,80,78,30,43,164,13,103
"8082","Migut.E00903.v2.0",374,342,38,89,240,169,243,365,1462,68,2024,222,776,154,235,240,197,116,142,315,21,236
"8083","Migut.E00904.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8084","Migut.E00905.v2.0",97,85,4,29,68,53,46,80,427,24,604,34,196,38,42,93,68,27,22,92,2,121
"8085","Migut.E00906.v2.0",23,14,1,10,23,11,3,15,53,4,86,16,19,6,11,6,5,1,5,18,0,16
"8086","Migut.E00907.v2.0",62,26,9,7,38,37,19,55,189,7,385,26,25,13,15,38,20,11,13,40,4,33
"8087","Migut.E00908.v2.0",201,118,28,45,137,112,118,200,773,43,1343,117,214,57,76,127,126,40,104,146,7,163
"8088","Migut.E00909.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8089","Migut.E00910.v2.0",297,324,71,143,449,184,213,341,2507,40,4039,183,314,183,185,213,134,73,104,358,29,445
"8090","Migut.E00911.v2.0",0,1,0,0,0,1,0,1,4,0,9,0,0,0,2,0,0,0,0,2,0,0
"8091","Migut.E00912.v2.0",26,49,5,18,39,22,16,38,229,6,357,21,67,44,27,19,20,11,15,50,2,62
"8092","Migut.E00913.v2.0",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8093","Migut.E00914.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8094","Migut.E00915.v2.0",0,0,0,0,3,0,0,0,0,1,6,2,3,1,0,0,0,0,0,0,0,3
"8095","Migut.E00916.v2.0",5,7,2,7,127,5,4,28,654,28,835,0,7,2,2,6,3,2,3,52,1,26
"8096","Migut.E00917.v2.0",104,178,17,98,112,91,90,164,1217,32,1757,107,303,131,129,86,74,35,45,97,8,152
"8097","Migut.E00918.v2.0",119,41,9,11,118,46,35,75,410,14,580,9,27,7,9,73,81,26,30,96,10,152
"8098","Migut.E00919.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8099","Migut.E00920.v2.0",207,308,34,184,353,159,191,199,2396,65,2856,173,408,206,161,154,154,86,77,413,36,468
"8100","Migut.E00921.v2.0",127,157,21,45,64,44,27,100,269,10,296,75,209,51,91,91,101,48,49,72,7,145
"8101","Migut.E00922.v2.0",238,306,37,102,136,228,197,260,780,14,1109,179,571,135,220,124,79,55,76,144,8,196
"8102","Migut.E00923.v2.0",441,469,67,190,302,352,200,471,1992,105,3030,263,999,238,290,487,323,161,240,330,35,433
"8103","Migut.E00924.v2.0",33,36,8,28,30,28,12,28,292,10,353,15,59,14,27,27,10,5,14,30,2,62
"8104","Migut.E00925.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8105","Migut.E00926.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8106","Migut.E00927.v2.0",194,305,29,67,192,221,155,382,1234,79,1895,155,587,89,244,189,156,107,71,404,15,498
"8107","Migut.E00928.v2.0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8108","Migut.E00929.v2.0",353,665,73,510,587,150,158,311,2392,68,3157,582,1644,490,663,73,93,78,26,187,22,446
"8109","Migut.E00930.v2.0",1837,2038,211,823,1788,1041,1130,1704,13528,469,16423,1045,2572,924,892,1185,1266,666,707,2645,171,2757
"8110","Migut.E00931.v2.0",451,505,56,157,371,342,294,587,2910,155,3841,167,680,222,245,418,521,180,259,620,51,596
"8111","Migut.E00932.v2.0",70,92,16,54,118,36,47,68,746,21,985,51,158,37,66,29,37,36,16,115,13,121
"8112","Migut.E00933.v2.0",39,69,6,15,26,21,7,33,151,6,245,25,78,26,23,24,26,10,17,44,3,54
"8113","Migut.E00934.v2.0",1320,2405,96,269,431,362,240,634,2942,143,4343,1107,3143,240,1390,603,264,323,219,1277,36,902
"8114","Migut.E00935.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8115","Migut.E00936.v2.0",2,3,0,0,1,4,0,2,24,4,38,0,2,0,0,0,0,0,0,0,0,0
"8116","Migut.E00937.v2.0",14,17,0,7,8,15,20,20,183,5,108,11,38,9,6,6,5,7,5,21,0,13
"8117","Migut.E00938.v2.0",5,4,1,0,2,10,5,18,131,2,172,6,4,0,6,0,1,0,0,0,0,0
"8118","Migut.E00939.v2.0",228,191,30,94,138,105,73,105,1283,51,1512,175,414,82,150,115,105,87,70,188,14,194
"8119","Migut.E00940.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8120","Migut.E00941.v2.0",206,162,14,74,226,124,23,191,761,131,2255,91,432,53,104,130,115,61,62,231,10,261
"8121","Migut.E00942.v2.0",12,19,7,8,21,18,7,39,138,7,142,6,29,1,14,21,7,0,0,34,1,26
"8122","Migut.E00943.v2.0",1041,1473,160,569,532,542,474,1343,3568,154,7266,726,3539,608,976,801,841,527,589,1042,98,1699
"8123","Migut.E00944.v2.0",2,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
"8124","Migut.E00945.v2.0",6,0,2,1,4,0,1,1,23,0,24,2,7,14,5,1,2,1,0,1,0,2
"8125","Migut.E00946.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8126","Migut.E00947.v2.0",0,1,0,0,0,0,0,0,3,0,6,2,7,2,0,0,0,0,0,2,0,1
"8127","Migut.E00948.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8128","Migut.E00949.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8129","Migut.E00950.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8130","Migut.E00951.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8131","Migut.E00952.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8132","Migut.E00953.v2.0",5,0,0,0,1,0,0,1,0,0,4,1,2,2,0,1,0,0,0,1,0,0
"8133","Migut.E00954.v2.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
